"Timestamp","RuleTitle","Level","Computer","Channel","EventID","RecordID","Details","ExtraFieldInfo","RuleID"
"2026-04-13 16:31:26.906 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1379,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 3184 ¦ PGUID: 3AA4710A-5F7B-69DD-4902-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-13 21:31:26.891","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:26.909 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1380,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 2588 ¦ PGUID: 3AA4710A-5B55-69DD-3A00-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SERVICIO LOCAL ¦ UtcTime: 2026-04-13 21:31:26.891","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:26.925 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1383,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 1536 ¦ PGUID: 3AA4710A-5B55-69DD-2100-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SERVICIO LOCAL ¦ UtcTime: 2026-04-13 21:31:26.907","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:26.928 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1384,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 6464 ¦ PGUID: 3AA4710A-5B61-69DD-9F00-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-13 21:31:26.923","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-26 12:13:36.433 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1535,"Proc: C:\Windows\System32\autochk.exe ¦ PID: 388 ¦ PGUID: 3AA4710A-47BC-69EE-0400-000000001F00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-26 17:13:32.816","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-26 12:13:36.452 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1591,"Proc: C:\Windows\System32\smss.exe ¦ PID: 440 ¦ PGUID: 3AA4710A-47BE-69EE-0500-000000001F00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-26 17:13:34.788","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-26 12:13:36.454 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1606,"Proc: C:\Windows\System32\smss.exe ¦ PID: 524 ¦ PGUID: 3AA4710A-47BE-69EE-0700-000000001F00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-26 17:13:34.820","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-26 12:13:36.590 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1757,"Proc: C:\Windows\System32\ClipRenew.exe ¦ PID: 2708 ¦ PGUID: 3AA4710A-47BF-69EE-3B00-000000001F00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-26 17:13:35.715","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-26 12:13:37.376 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1985,"Proc: C:\Windows\System32\dxgiadaptercache.exe ¦ PID: 2396 ¦ PGUID: 3AA4710A-47BF-69EE-3500-000000001F00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-26 17:13:37.364","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:22.730 -05:00","File Created","info","W10PRO","Sysmon",11,1261,"Path: C:\Windows\Prefetch\WEVTUTIL.EXE-C09B744F.pf ¦ Proc: C:\Windows\system32\svchost.exe ¦ PID: 1944 ¦ PGUID: 3AA4710A-5B55-69DD-2B00-000000001E00","CreationUtcTime: 2026-04-04 16:14:09.359 ¦ RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-13 21:31:22.720","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2"
"2026-04-26 12:13:36.448 -05:00","File Created","info","W10PRO","Sysmon",11,1566,"Path: C:\pagefile.sys ¦ Proc: C:\Windows\System32\smss.exe ¦ PID: 364 ¦ PGUID: 3AA4710A-47BA-69EE-0300-000000001F00","CreationUtcTime: 2025-07-29 13:58:56.253 ¦ RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-26 17:13:34.545","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2"
"2026-04-26 12:13:36.449 -05:00","File Created","info","W10PRO","Sysmon",11,1567,"Path: C:\swapfile.sys ¦ Proc: C:\Windows\System32\smss.exe ¦ PID: 364 ¦ PGUID: 3AA4710A-47BA-69EE-0300-000000001F00","CreationUtcTime: 2025-07-29 13:58:56.284 ¦ RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-26 17:13:34.561","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2"
